aggregate,pts_english,pts_core_maths,pts_biology,pts_chemistry,pts_physics,pts_elective_maths,pts_integrated_science,pts_social_studies,trait_analytical,trait_empathy,trait_practical,trait_creative,logic_accuracy,quant_accuracy,scientific_accuracy,verbal_accuracy,label_programme,archetype,band_pool,ability
8.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,58.80150006909985,55.45846813836368,65.56329903814472,46.334112752780946,61.3311436556243,51.33353475245664,80.16735743650048,58.99058272787299,BSc Aerospace Engineering,science,eligible,strong
15.0,3.0,2.0,6.0,2.0,2.0,4.0,2.0,4.0,70.57141042319353,25.85081614526314,92.84834350826164,52.67073235332151,74.80264625058375,48.57151415790537,49.102586748490765,69.98659056253933,BSc Marine Engineering,engineering,eligible,mid
11.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,66.88655278482797,59.571092965618945,64.37419925149645,41.58366243201931,76.5730438743656,67.05469715809954,20.0,20.0,BSc Telecommunication Engineering,engineering,eligible,mid
21.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,58.10379559857495,43.810571976754055,72.28792905335891,46.03620870892834,40.13493050228996,64.99285102959816,61.38601812485863,29.126644874613888,BSc Sport and Exercise Science,mixed,eligible,mid
17.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,78.14264446886072,40.91239665346249,55.660588389143115,68.91799630680907,85.35434583993026,54.91397384389375,59.463778549360015,61.58501412531361,BSc Metallurgical Engineering,engineering,eligible,mid
25.0,3.0,7.0,1.0,5.0,6.0,5.0,5.0,4.0,55.62254529247256,53.98986576699618,60.6430128130443,61.03558111269459,76.84509638708965,47.80456529825925,85.43413190912409,87.5003652669551,BSc Sport and Exercise Science,health,stretch,mid
6.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,4.0,51.42217559968606,28.7597010498414,16.939818542569384,46.454244607446626,85.86913100133677,56.46983323590634,46.649685447327045,63.470900375837424,BSc Computer Engineering,science,eligible,strong
6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,75.22770599572382,44.95544568000592,65.19350896843932,61.30078861803095,65.53500962995156,56.42945132468837,44.870574807809184,51.97675618131541,BSc Electrical Engineering,engineering,eligible,strong
10.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,48.4599400404964,35.611187451390435,23.765047840989425,56.79068839462464,69.97742924658246,74.2505329227786,95.0,38.169221796924205,BSc Biochemistry,science,eligible,strong
20.0,4.0,5.0,5.0,6.0,4.0,4.0,2.0,1.0,68.97174922955016,10.0,34.527626481284585,42.98628640436692,75.80583245925303,92.09639423291799,63.053098226098065,53.973568837837455,BSc Physics,mixed,eligible,mid
18.0,2.0,3.0,4.0,5.0,3.0,1.0,6.0,5.0,95.0,73.62311802187156,67.23411920592959,18.441380026545346,51.78620316412562,67.19123532639965,59.278463919252616,68.47679063730958,BSc Metallurgical Engineering,engineering,eligible,mid
24.0,4.0,4.0,5.0,6.0,6.0,1.0,6.0,4.0,45.60687692120258,57.052709768928494,41.7259570315377,64.38197595907558,71.12881371994582,63.33093400352744,63.19749232440776,74.14338261924789,BSc Sport and Exercise Science,science,eligible,weak
22.0,5.0,4.0,6.0,3.0,9.0,4.0,3.0,3.0,61.470794754611134,53.67565332479863,48.07700574019054,39.857501670345485,36.474058753232406,78.50908426547419,62.93937100670855,62.113509159624044,BSc Sport and Exercise Science,science,eligible,weak
23.0,3.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,45.64849730138091,25.310309727962622,51.864314537794634,35.14395417093834,43.39581176967387,49.38517591237195,83.32693417207956,53.76130635583493,BSc Sport and Exercise Science,mixed,eligible,mid
22.0,3.0,2.0,9.0,5.0,6.0,5.0,2.0,5.0,37.92028482357611,24.87678491734353,49.280691994065705,49.45748684659226,73.53501288097291,84.01768928377368,62.45444607947926,59.92506312777766,BSc Sport and Exercise Science,mixed,eligible,mid
22.0,6.0,2.0,7.0,3.0,4.0,3.0,9.0,4.0,67.20376922464114,27.108381085373022,62.890581070333674,41.30573610815259,48.82012227724533,56.64826627765755,45.94942685136654,68.80506902336995,BSc Sport and Exercise Science,engineering,eligible,weak
19.0,3.0,4.0,4.0,3.0,4.0,1.0,7.0,6.0,59.201200181463676,38.979580173248095,52.258367567897714,53.52053706260484,41.59820821977442,75.72750069583526,79.49011114467909,44.459062135824986,BSc Meteorology and Climate Science,science,eligible,mid
7.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,73.81487484482822,32.24700873361992,43.00417316534402,63.42261905772018,70.74155468693424,71.84547840708278,86.64916810855406,54.22801348936735,BSc Chemical Engineering,science,eligible,strong
12.0,1.0,1.0,1.0,2.0,3.0,9.0,5.0,4.0,58.74401199791303,80.4727547442664,58.151264831043015,65.36019012094806,27.724225925582047,53.6685762310811,51.685954383013154,68.96425638300954,BSc Medical Laboratory Technology,health,eligible,strong
15.0,5.0,3.0,6.0,2.0,1.0,1.0,3.0,4.0,70.88965451922408,10.241414066915802,82.44815037846803,62.02983742215828,50.8846293392682,60.35709081267837,57.18237051731347,61.20687674872909,BSc Metallurgical Engineering,engineering,eligible,mid
24.0,6.0,5.0,2.0,9.0,9.0,1.0,7.0,3.0,60.512473943294594,42.227272710843366,61.1812637970866,67.3323099795455,50.695131525735505,68.06299054765528,45.495134944826766,47.16910256349378,BSc Sport and Exercise Science,science,eligible,mid
24.0,6.0,6.0,2.0,5.0,4.0,3.0,8.0,3.0,51.754237100644325,71.56683551368238,67.57894013029382,42.229818189021806,83.02318975472136,74.55882601144666,31.86500928725779,53.40775255782959,BSc Sport and Exercise Science,science,eligible,weak
12.0,1.0,1.0,7.0,5.0,2.0,3.0,3.0,2.0,69.97274629961824,73.26324781116969,54.43444407782928,52.295750761508494,58.60141791092721,69.61017265967897,55.699852102602826,71.19586058395433,BSc Geomatic Engineering,engineering,eligible,mid
14.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,45.18323419183602,69.6946973775824,52.65594861521063,55.53871460352105,72.48982162084712,59.5338944801056,77.04848650796858,45.316603312868445,BSc Automobile Engineering,science,eligible,mid
10.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,73.59090149680478,25.20536854621978,82.86904216295235,53.329811947751644,72.2067761549863,66.72986359658316,70.84200494496784,57.27421560191187,BSc Mechanical Engineering,engineering,eligible,strong
21.0,6.0,3.0,8.0,4.0,2.0,5.0,1.0,5.0,60.495064750051476,53.88228440310688,67.22822868608196,70.73168416891373,50.1146429334743,47.28762058432263,47.93729729491035,79.56891512161079,BSc Physics,engineering,eligible,mid
7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,72.4306666759251,44.990161421519446,94.89059453254245,43.472535684780745,70.18981466757462,38.82387515472415,56.07949116824973,68.96423210622044,BSc Biomedical Engineering,engineering,eligible,strong
9.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,69.79773792865345,78.97793374512956,27.673523522153136,33.21530672978294,65.89919521017363,23.7968826310005,94.59685374999242,57.04212270549399,DVM Veterinary Medicine,health,eligible,strong
13.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,3.0,66.85253568113805,72.98529876605214,55.965919608820435,66.39366376155314,73.2420708577926,59.30116853268403,49.96585593971332,71.97524661230732,BSc Geological Engineering,mixed,eligible,strong
16.0,4.0,1.0,9.0,3.0,3.0,3.0,3.0,2.0,83.97798970340857,36.724068539803085,57.355200787938465,58.909165353888774,59.579831094641854,57.449064885161704,62.07430081004861,79.39033240364977,BSc Metallurgical Engineering,engineering,eligible,mid
18.0,4.0,3.0,2.0,9.0,3.0,2.0,6.0,4.0,34.44614946414595,54.34033842011295,53.4730436891472,81.03000811047656,35.49484203919345,79.55137900937767,43.69839778305227,40.06285574477552,BSc Metallurgical Engineering,science,eligible,mid
23.0,5.0,2.0,3.0,4.0,4.0,7.0,7.0,5.0,32.35956547484385,90.33889408154212,43.78808056070686,46.49377699863258,40.66696390966702,57.224948643287945,40.68772784288511,38.10127174222512,BSc Sport and Exercise Science,health,eligible,weak
20.0,3.0,4.0,3.0,3.0,9.0,4.0,7.0,3.0,17.66142046599367,65.17513712177015,49.710550016300466,23.461506992211973,64.00005077388616,60.032988914929454,84.59006462254477,38.533462567518626,BSc Agricultural Biotechnology,health,eligible,mid
22.0,5.0,5.0,4.0,2.0,5.0,1.0,6.0,5.0,31.261538452645258,36.42700746064895,63.5457756337706,49.85101891475007,56.379936860201056,41.47621747515451,67.26339162892295,78.60542022976817,BSc Sport and Exercise Science,science,eligible,mid
9.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,91.48910052538677,50.49065850803339,70.00832282542595,47.71431911030747,50.15679719394551,76.41707526174648,72.09204850453875,56.973723510063174,BSc Aerospace Engineering,engineering,eligible,strong
9.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,80.05661376332456,50.72884976994561,90.47858617987251,46.15624690294902,46.673516173514216,56.25338523260469,73.04924896563226,79.61591871210081,BSc Mechanical Engineering,engineering,eligible,strong
17.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,3.0,70.12034035044545,57.393117102792964,24.41552117392431,52.35157034855974,59.392756961336325,47.23730118478929,39.89310211463618,67.51428129186351,BSc Agricultural Biotechnology,health,eligible,mid
14.0,4.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,53.69242632530177,66.08328391979897,76.77592953712467,41.966426354138314,64.84951288414425,82.77181870938182,60.3406502392,61.17965334831419,BSc Geological Engineering,engineering,eligible,mid
27.0,4.0,6.0,6.0,5.0,3.0,7.0,4.0,5.0,67.01139149748076,31.037202645757056,45.24763339691444,41.99148640090651,80.75855115472989,77.69182821273748,46.2072733909085,62.87612034065771,BSc Sport and Exercise Science,science,stretch,weak
20.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,46.71111561625295,45.39850229199708,27.138187051266122,43.16407913756001,60.34396494521492,67.31540173372659,75.069462516174,43.40131459785113,BSc Meteorology and Climate Science,mixed,eligible,mid
24.0,5.0,4.0,8.0,3.0,3.0,3.0,7.0,6.0,39.25834708603043,62.39226706484712,50.520171690785155,38.02161937691948,34.25988568760265,72.83437560080971,92.1449651383235,60.10062489321463,BSc Sport and Exercise Science,science,eligible,weak
10.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,95.0,57.785514291927974,43.185642364901184,38.03967784552027,63.59522251630863,58.306292628836744,52.401636504876194,38.37992177501201,BSc Petroleum Engineering,engineering,eligible,strong
16.0,3.0,1.0,5.0,4.0,2.0,4.0,2.0,5.0,89.30604899994444,38.782433500322,68.43882286763103,53.94890984913409,24.939985020931942,69.23027383731215,40.43753630843614,68.83830897965542,BSc Industrial Engineering,engineering,eligible,mid
10.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,76.88688888589616,51.36176727698085,48.56268510512724,29.307197454555666,54.52976143495079,56.544565543351816,82.39770970566983,69.13085917311135,BSc Petroleum Engineering,science,eligible,strong
9.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,50.033709298629674,34.62731003952465,25.701570239012288,57.79738094045446,46.96823983904,50.34447041496291,46.35556131822507,55.295223354774116,BSc Land Economy,science,eligible,strong
12.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,25.90538260893701,75.46471150328182,49.511099907298,76.60943223418408,74.41264746747322,41.80548818616468,84.57771489367043,56.44194721184534,BSc Environmental Science,health,eligible,strong
10.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,54.44728951112263,79.0728621429556,29.24194765466524,31.812366041889835,49.02264520277954,54.230560796092696,94.47647362559667,57.585055226103094,BSc Medical Laboratory Sciences (Obuasi Campus),health,eligible,strong
6.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,35.46415082006161,75.85117068028055,44.41336931704999,45.31129724702938,36.89003926175208,74.50296507873611,45.66673537484034,68.34340880760197,BSc Land Economy,health,eligible,strong
13.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,77.84354677092045,42.86475769944154,13.168183532864816,35.60131910245816,64.20490011980279,86.53412669041919,65.68508459140321,71.4309908557747,BSc Food Science and Technology,mixed,eligible,strong
25.0,6.0,5.0,4.0,2.0,5.0,3.0,6.0,6.0,67.56981132657722,79.87644786530916,41.090558104378026,34.29011209727338,42.48812884797378,64.24974863070173,82.04136667064546,68.36288029875932,BSc Sport and Exercise Science,science,stretch,weak
16.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,54.26276119246244,29.373787888935503,34.57030901698752,21.00347787538472,50.50992585660916,84.18278792131083,91.2539514457394,63.51089194598803,BSc Environmental Science,science,eligible,mid
27.0,2.0,8.0,5.0,4.0,7.0,4.0,9.0,4.0,45.553903572658655,64.35533721260451,57.76915206999616,56.34950258015043,35.51395786676056,40.93630293967927,56.15942492712087,49.0597344833238,BSc Sport and Exercise Science,science,stretch,weak
11.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,58.36919359962127,49.93223771976529,44.738647085149935,40.38090872505776,47.256990164954445,69.30436734224688,79.51442691184496,82.30907331286924,BSc Automobile Engineering,science,eligible,strong
16.0,1.0,6.0,3.0,1.0,2.0,4.0,5.0,3.0,73.1197536432792,78.48617797438467,58.179035345760965,41.56541449104283,90.46054367496365,40.27271249581365,63.36014233367079,69.07831502616338,BSc Materials Engineering,health,eligible,mid
22.0,3.0,7.0,2.0,4.0,3.0,4.0,3.0,5.0,43.097310497717054,62.17496831665924,67.25961931141639,26.333210850342645,59.17306798585155,71.93542405273799,39.60975333510437,45.575584636905056,BSc Sport and Exercise Science,health,eligible,mid
25.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,66.57109604098085,35.31060682341068,71.98047387705233,33.528335337531644,53.39496936229426,80.70506944789398,92.04409801478269,29.300167747770256,BSc Sport and Exercise Science,engineering,stretch,weak
27.0,5.0,8.0,4.0,4.0,3.0,5.0,3.0,5.0,58.58024349127248,49.43435391200317,49.65464661604138,69.25852050035854,71.60652839772224,45.48227362905233,84.62245407130169,58.529006009936865,BSc Sport and Exercise Science,science,stretch,weak
17.0,3.0,3.0,5.0,1.0,7.0,1.0,5.0,4.0,48.59264746060205,30.49689049016846,50.511732681587965,49.592782734445436,60.167143788036725,59.32545594225768,75.10432074925566,66.72704778815189,BSc Metallurgical Engineering,science,eligible,mid
20.0,2.0,4.0,3.0,4.0,5.0,7.0,4.0,3.0,67.67723460394399,79.18158216250356,63.9412686133424,49.52389268667478,58.478743185994205,82.23911122288085,95.0,76.69629023600461,BSc Physics,health,eligible,mid
20.0,3.0,5.0,3.0,3.0,4.0,2.0,6.0,4.0,53.934116276096,70.2394006651705,27.37517957314953,56.156614863197845,72.41125099771111,61.295827476038134,95.0,41.633774432914194,BSc Agricultural Biotechnology,health,eligible,mid
15.0,3.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,40.3643569577332,34.44241136197185,42.89206320539582,60.39623738143045,49.85837430621485,63.551529897483974,66.6563146633256,54.209965896293774,BSc Marine Engineering,mixed,eligible,strong
24.0,4.0,3.0,4.0,4.0,6.0,7.0,8.0,3.0,50.70636044383976,80.61913019238052,31.80072796276807,54.77229911020969,72.9808091724086,61.37495962712469,64.9349684396981,65.13963228050758,BSc Sport and Exercise Science,health,eligible,weak
6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,64.66945728163131,64.18494761454173,58.72180719482426,48.80428867373492,75.27709097173533,67.1756987158856,66.81279553887069,44.788096537804066,BSc Biomedical Engineering,health,eligible,strong
10.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,78.3936134972775,19.994589020337568,78.7612681759128,44.072460913465555,67.34443404528167,42.24727003128775,69.06573499519843,42.39297562654901,BSc Telecommunication Engineering,engineering,eligible,strong
24.0,6.0,4.0,5.0,9.0,5.0,3.0,1.0,7.0,59.89022722341468,45.08344197133065,44.40506968825043,50.22880698663536,59.9337232075738,75.7699134521795,47.82487991303405,59.24453087057469,BSc Sport and Exercise Science,engineering,eligible,weak
11.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,70.25743009828095,44.942276617854404,86.9395438596046,34.30689637980277,43.064132437030224,61.38971699177884,55.14917741031794,63.33129013119527,BSc Geological Engineering,engineering,eligible,strong
15.0,4.0,3.0,6.0,3.0,1.0,1.0,6.0,3.0,83.86890675539118,38.17539511326245,71.6663631215001,62.167319110349524,78.23990224622847,57.05598465764311,66.2559271223259,58.56182852174736,BSc Industrial Engineering,engineering,eligible,mid
11.0,2.0,1.0,4.0,9.0,2.0,1.0,2.0,3.0,33.972456454152166,37.339600302971846,68.89743174842711,61.40512919660894,46.18634592866241,57.49295493891012,52.355372106386916,66.48220933165948,BSc Geomatic Engineering,engineering,eligible,strong
23.0,3.0,3.0,5.0,2.0,6.0,4.0,8.0,6.0,54.153782614159894,10.0,66.83331213712268,66.98275151047653,72.95708352691115,66.33153642560379,67.97400975082903,37.98334365774507,BSc Sport and Exercise Science,science,eligible,weak
9.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,62.24856340630528,44.30539035491002,24.570236353534042,53.754292459692785,61.16622289440909,61.05715176174246,71.07533377210306,61.63369497252999,BSc Land Economy,mixed,eligible,strong
25.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,62.99330866436232,50.79832484011933,42.50814728558686,47.45407384136475,72.49912467678682,43.260276569888696,49.23413252052466,48.88332617147232,BSc Sport and Exercise Science,science,stretch,weak
12.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,61.036236204850525,84.97359997937525,37.98696204013312,63.359875904764245,65.22719886481252,48.53680037923125,35.43532505071464,33.551495492367806,BSc Food Science and Technology,health,eligible,strong
21.0,2.0,5.0,6.0,4.0,2.0,2.0,7.0,6.0,54.04538662513558,35.254289186511805,68.35713528823247,64.24194786524643,58.52227429026467,85.65906665040363,58.9378628478139,20.626684654315007,BSc Physics,engineering,eligible,weak
8.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,73.99932518431984,64.92679699075846,52.70976981955517,31.961982999513708,50.61572520068289,66.64901701538392,69.24242092439106,56.38249582067012,BSc Chemical Engineering,health,eligible,strong
26.0,4.0,3.0,6.0,6.0,4.0,5.0,7.0,4.0,74.93987475805983,41.10275953761978,75.1374816745469,29.387526167408712,57.03435922411802,94.38839304531813,50.048938401908934,54.76626100528381,BSc Sport and Exercise Science,engineering,stretch,weak
8.0,3.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,53.7885056072305,89.01851430115138,58.92522802296698,22.903641708410746,44.220048899142824,53.036835023378806,72.00978320736196,74.63494999979439,BSc Nursing,health,eligible,strong
25.0,5.0,6.0,8.0,3.0,4.0,2.0,5.0,7.0,51.732222528118314,36.73604086229179,41.54255288817608,27.968399217721124,66.5710779085957,74.7154867171149,79.18780759406043,66.60184174739204,BSc Sport and Exercise Science,science,stretch,weak
15.0,3.0,3.0,5.0,2.0,1.0,1.0,8.0,5.0,60.40659033521612,28.403646384884183,58.007535794118766,47.591637786729315,62.052095860726794,50.5078894775349,58.56892499328792,47.90564921477966,BSc Industrial Engineering,science,eligible,mid
20.0,6.0,4.0,3.0,2.0,1.0,6.0,4.0,5.0,58.114342084085244,76.87343018665402,82.32027865019143,57.00098366276318,51.59405043291713,48.65598034446243,77.73518337930606,67.67318230727793,BSc Agricultural Biotechnology,health,eligible,mid
23.0,3.0,3.0,3.0,6.0,5.0,5.0,4.0,5.0,38.16443583489142,50.845753228750716,46.89668193155427,48.22259205148564,65.6877862905497,71.82594540652973,90.70578029020515,45.12636411098364,BSc Sport and Exercise Science,mixed,eligible,mid
12.0,2.0,1.0,5.0,3.0,2.0,5.0,2.0,2.0,21.14464983088174,47.416809689342436,51.19277236329726,37.19312880379603,59.74366032146377,68.89116667439431,69.35043713159405,67.24426517373968,BSc Automobile Engineering,mixed,eligible,strong
10.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,80.91166058214061,41.00773168412345,71.15414821863098,69.35504490368928,73.72387856128067,86.4938390673683,60.163840866121,27.853805464867385,BSc Telecommunication Engineering,engineering,eligible,strong
23.0,4.0,4.0,4.0,6.0,4.0,4.0,3.0,5.0,66.28019667725817,55.917453090761256,43.566294522749764,27.45146554507387,48.142369074565636,95.0,66.4392840787249,79.01036575744237,BSc Sport and Exercise Science,mixed,eligible,mid
25.0,4.0,3.0,6.0,6.0,3.0,3.0,7.0,8.0,71.82344083972815,39.75364711738932,78.3257251771411,59.254779565869875,56.34152305677906,56.38645789166619,47.84142996556267,64.77568062842965,BSc Sport and Exercise Science,engineering,stretch,weak
6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,95.0,42.05646083325662,77.66172907657148,65.22136987211552,53.46268337771602,79.25841866205303,52.13422628696978,69.36762900393997,BSc Computer Engineering,engineering,eligible,strong
19.0,4.0,3.0,1.0,2.0,5.0,5.0,6.0,4.0,62.578270123605,69.07364549984027,61.1725687878386,38.408530940639196,42.968661633870596,36.15680545830861,42.57849437654996,39.0843857343238,BSc Meteorology and Climate Science,health,eligible,mid
10.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,54.7368945103446,35.76543760684221,47.18337430560475,37.81517168767346,58.44605820547271,43.286680934652495,71.68328164667855,71.90021604048047,BSc Chemical Engineering,engineering,eligible,strong
23.0,7.0,6.0,3.0,1.0,3.0,4.0,3.0,5.0,53.018063499235055,39.672312820274676,70.00406188272754,59.79757956857119,60.6396905856648,60.43671408156403,95.0,44.017842300022,BSc Sport and Exercise Science,science,eligible,weak
9.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,74.43940568675113,55.06528038428078,53.62445236206422,37.78850691363886,73.71365347612674,53.182110319247386,56.89604402300625,69.60776394592136,BSc Aerospace Engineering,engineering,eligible,strong
12.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,54.210597358576685,75.75517354494198,51.77494296200224,49.735986681105565,43.308143372337895,52.86332920200999,55.965597225836106,44.71520167224351,BSc Statistics,science,eligible,strong
23.0,3.0,6.0,4.0,2.0,9.0,3.0,6.0,5.0,77.5471109452812,57.85185234684786,53.23922665159749,48.83108008478328,29.713937865561277,37.31439918360846,68.23898913151788,46.67120696628921,BSc Sport and Exercise Science,science,eligible,mid
20.0,4.0,1.0,5.0,4.0,2.0,4.0,8.0,6.0,70.23064446856799,56.63915193109601,36.431017289612164,48.664594649426036,57.42179572834798,60.9932214262184,33.977713530454636,57.97492390933565,BSc Physics,engineering,eligible,weak
13.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,67.8376262157259,34.89290966502557,65.34346477619853,47.58148870074372,36.20782910455248,43.99138295272319,59.92551653070045,41.084904098561964,BSc Industrial Engineering,science,eligible,strong
27.0,5.0,6.0,5.0,3.0,3.0,6.0,6.0,5.0,49.22165162642094,58.546052192619065,47.72089770765424,67.21655000748741,54.01278508922117,46.27668397399712,69.92581290501975,36.16924391713122,BSc Sport and Exercise Science,health,stretch,weak
26.0,4.0,5.0,7.0,4.0,5.0,5.0,6.0,3.0,53.596673502711525,39.29813396005313,55.11463483968482,58.4927861936899,63.255551907191276,59.76606749368766,69.5351097898417,46.79711418651172,BSc Sport and Exercise Science,mixed,stretch,mid
16.0,7.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,49.294991924578184,40.79044076759618,75.12087196077223,16.115412705234895,70.40806552803734,35.340286933205604,82.23882322634819,52.086815778401245,BSc Materials Engineering,engineering,eligible,mid
22.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,71.76484269658626,67.13916790492337,66.23825143137687,56.15700516691244,44.854727303845294,71.65183582514918,62.88964117267347,65.8024819054309,BSc Sport and Exercise Science,mixed,eligible,mid
22.0,4.0,3.0,7.0,5.0,5.0,9.0,4.0,1.0,51.56293721939408,34.69739887854605,47.58385575920106,34.67434183347305,37.78581883952307,68.09086570105568,94.17640039022254,66.20715100599271,BSc Sport and Exercise Science,mixed,eligible,mid
15.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,37.55603820740082,13.988047127468214,50.9435636915908,47.39422886764644,56.69652982668097,81.89988285784963,64.72027763429219,91.28990738235109,BSc Industrial Engineering,science,eligible,mid
11.0,1.0,4.0,1.0,9.0,1.0,9.0,2.0,2.0,48.146299224311,46.07182805886423,57.48954986696679,63.27466755932215,83.01805026992156,69.02902440686724,52.4115476503019,32.04229489335756,BSc Geological Engineering,science,eligible,strong
14.0,3.0,3.0,1.0,3.0,3.0,6.0,4.0,1.0,44.069445512863204,87.38731892052189,61.36990556043534,18.6181915645606,45.518392205382284,43.63028231777185,92.16676022724637,40.51279076749972,BSc Physiotherapy and Sports Science,health,eligible,mid
9.0,3.0,1.0,1.0,1.0,9.0,3.0,2.0,1.0,45.548314384031904,95.0,71.05895924939719,71.90377645244942,72.75394492014661,61.120397876313305,92.01638602352769,59.92167759571001,DVM Veterinary Medicine,health,eligible,strong
10.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,83.65070646763584,44.37832878357472,54.16275793652278,52.264704145066034,72.99579318648257,57.28437839702037,72.25925766060425,55.408404825427844,BSc Telecommunication Engineering,science,eligible,strong
7.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,44.21205492242698,30.51745519705623,40.14643092947526,36.40639777349306,59.80969351543423,93.87662234474647,95.0,85.67842076658413,BSc Biomedical Engineering,science,eligible,strong
10.0,2.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,62.09361005153208,55.52894524531342,69.8107170732748,63.01368291165723,49.1328976814144,52.05770391965557,88.19485796624986,61.086418927966484,BSc Mechanical Engineering,health,eligible,mid
16.0,3.0,4.0,2.0,1.0,6.0,6.0,3.0,3.0,44.14992336819989,54.07608078168308,49.17821334048888,36.04366164676388,51.05325327687896,67.74166408464932,59.24349277729942,61.86022871979367,BSc Chemistry,health,eligible,mid
13.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,3.0,46.83780222430511,43.48636519246049,27.86493476588727,67.71229805769238,57.96703014653575,57.46736170860764,46.355224716492216,66.7415325741274,BSc Statistics,mixed,eligible,strong
8.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,69.83543627072332,71.49753114068578,66.68891531666507,35.188739859148136,60.61545890075263,76.32170469301032,69.52741682417377,61.5979245793023,BSc Computer Engineering,science,eligible,strong
18.0,3.0,3.0,4.0,6.0,4.0,3.0,2.0,3.0,35.45186004811208,46.64199163089312,29.66704724627615,24.762781824109037,49.04757199086188,61.30168643689914,57.135795628918174,59.28742121915289,BSc Metallurgical Engineering,mixed,eligible,strong
20.0,3.0,4.0,2.0,9.0,4.0,3.0,6.0,4.0,40.26420688341884,95.0,66.89718530133143,34.84372610512231,64.9992443015208,40.659905204931626,53.598865481166314,20.0,BSc Sport and Exercise Science,health,eligible,mid
24.0,5.0,2.0,8.0,6.0,3.0,5.0,5.0,4.0,95.0,61.98422243742752,92.17144746336044,63.52935044369083,53.79192426128618,62.360092876091066,45.75965185963808,63.1169755955768,BSc Sport and Exercise Science,engineering,eligible,weak
16.0,5.0,2.0,3.0,4.0,1.0,1.0,4.0,5.0,81.82427484225748,36.237393580339635,55.90224685692553,50.77989039503306,53.3661070484054,66.42876825582938,45.16114519904134,57.02035456254744,BSc Industrial Engineering,engineering,eligible,mid
25.0,4.0,3.0,4.0,4.0,9.0,6.0,5.0,5.0,51.86103239620378,42.5974193863747,74.64464406416857,58.70685027101884,65.81740406051875,23.194214058348706,67.9135145965449,78.13620400236836,BSc Sport and Exercise Science,health,stretch,weak
