programme,track,wassce_biology,wassce_business_management,wassce_chemistry,wassce_core_maths,wassce_economics,wassce_elective_maths,wassce_english,wassce_financial_accounting,wassce_government,wassce_history,wassce_integrated_science,wassce_literature,wassce_physics,wassce_social_studies,trait_analytical,trait_creative,trait_social,trait_practical,trait_leadership,trait_empathy,logic_accuracy,quant_accuracy,verbal_accuracy,scientific_accuracy,xp,streak_days
marketing,Business,4,2,5,3,2,3,2,1,3,5,5,5,5,5,56.73448027239816,55.63948142875282,100.0,42.92767463529603,67.87703247951879,74.60756246062743,52.14528348250482,83.99197683073172,56.979683148715786,62.81146466164812,722,15
banking-finance,Business,3,5,4,2,1,1,2,2,4,4,5,5,4,3,89.2951750825596,36.842560831850015,59.66723660181805,67.06028739022345,61.12427667822121,49.561592982332385,63.24984445495778,93.6868623862294,54.66221041410533,66.08545577789923,898,13
education,Arts,4,3,4,4,6,4,1,5,1,4,5,2,3,3,60.31117038185769,52.30769684023294,87.43380179961362,64.38036097979656,59.284007327992725,88.83581520713183,58.56945380067775,60.33819566271003,74.82369155245243,49.594905509780155,1272,8
agriculture,Science,3,5,3,3,3,4,6,4,5,4,3,3,5,2,77.0463495787104,49.77176504374807,46.26170116936606,77.0648736651447,44.78331221110616,61.50641287427759,44.650887242871285,58.71823950819625,41.48657917020987,46.90577331900211,530,3
accounting,Business,3,4,5,2,1,2,3,1,3,4,5,4,3,4,74.38073069398723,23.540404548940455,41.320315918034886,54.018890225021096,40.596646241529506,40.47004629859598,83.1972176215444,62.41956893760825,42.68431044806824,68.85640588575293,471,13
agriculture,Science,1,4,2,4,2,3,2,4,6,4,4,4,4,5,67.73768559848149,31.988182419368222,59.748302714201124,87.35267067329124,54.549094214868774,29.90891498281229,56.374892582067204,64.93601098384842,53.35373170815667,78.90640754087812,371,32
public-administration,Business,3,4,4,5,4,4,3,4,1,3,4,4,4,4,72.81803185876792,27.940509453865936,81.1689277516879,65.61499527608959,67.24284355872351,61.547302023374684,58.79461446581108,64.58033368064815,57.76019650289527,68.98047850072817,809,8
computer-science,Science,5,3,4,2,5,2,2,4,6,6,5,4,2,4,86.70713065757741,76.00757984239053,38.90405727848917,75.8377241458887,44.6670304749835,5.054609502495598,80.10263123150388,78.0759193462332,75.44645362162517,63.30648868393843,1250,12
computer-science,Science,4,4,2,2,5,2,5,3,2,3,4,5,3,4,100.0,63.843004754103895,21.262334469150836,79.98731718548613,51.450978986376946,32.375934849238,89.22245689897646,80.41532877836632,45.00775712246551,67.19432371079104,646,12
engineering-civil,Science,3,4,3,1,3,1,2,4,4,4,5,6,1,4,75.86914717199804,58.116749346878585,47.07942012825369,72.86715197517871,58.181532740139794,43.653872781605735,71.33455205379884,82.47247926890526,69.5311537523131,70.72055401634377,1067,18
psychology,Arts,3,3,4,3,3,4,2,3,3,4,4,2,5,4,70.81453812988283,54.20285911582329,90.18472731449023,48.11713247725707,47.875197025913785,83.19206435853604,58.0374372174114,53.71621394411712,50.80251457951896,63.12858109518449,585,1
engineering-civil,Science,5,3,3,2,4,1,4,5,4,2,5,4,2,3,94.37715666346561,46.59531708436601,44.31035337700891,94.33233953637476,58.90749836028793,38.86162484947578,77.89455957318344,79.11727781402989,57.42254346037197,79.57708872402416,745,0
journalism,Arts,5,3,5,4,5,3,2,3,3,3,5,1,4,4,59.535615694704255,83.91113715597291,93.79646030657432,33.27302638140602,59.08567039725553,67.83793156285846,66.82251341364692,80.26859859101896,58.406851280156815,48.941804237275875,156,27
banking-finance,Business,5,4,4,3,1,1,2,2,4,4,3,4,4,5,91.99399160281706,32.254023579635174,47.92532738184863,46.01875055306451,76.6679451984978,30.637225190467753,69.8875504178677,89.73619533940773,71.86539688649881,57.70355922650562,981,13
agriculture,Science,2,5,4,3,5,4,4,5,3,5,4,5,4,4,68.71233157378495,39.321716414410055,45.99608219043448,77.48848511310521,43.73217822606183,22.64830430276811,49.02061928181078,56.90442991391812,51.44707885440678,55.746417300755425,594,11
education,Arts,4,5,5,4,4,6,1,5,3,4,4,2,3,3,53.32992476473569,51.579013899004565,72.88560082516584,44.39758682021266,75.33917003382547,72.77404734131625,41.12867104966814,35.90656314341124,73.09194261238157,49.90041585036636,893,16
pharmacy,Science,3,3,1,2,4,4,2,4,4,4,4,5,4,5,83.62440745406457,57.611600144958636,63.8986284326338,60.745276848269526,52.27596463523668,63.38429279099794,65.53967917279701,48.475100227554044,52.3127727836812,71.82689528670775,318,18
economics,Business,6,4,5,2,2,2,2,1,5,5,5,4,4,3,72.47894552912076,34.06009075945295,52.03248908298179,53.73467552240009,54.84966479062106,21.963697227335963,57.15693217175255,74.79151456465904,46.81857527347774,60.707358134702716,1162,9
medicine-surgery,Science,3,3,1,2,4,2,2,4,4,4,4,3,2,3,95.35331561756969,55.40147416723517,55.0340311823305,82.29967508473828,64.07437741508467,90.30185838417674,72.47512470599183,77.57803093978461,61.41675843359353,73.48119581437659,359,11
banking-finance,Business,3,5,4,1,1,2,2,1,5,4,4,4,3,3,81.86664649125174,33.00821578001186,43.65515835360265,58.42575441360303,70.69270032934979,31.193158094221033,75.203232420149,81.88642725257691,62.194083070732674,58.064339166355175,773,20
marketing,Business,3,1,4,3,2,4,3,3,4,5,5,4,4,4,42.90362370249544,63.32850463557112,96.75931846370935,52.99695052865741,74.02415746990036,69.98239998625017,33.79485827265205,59.455991889706695,60.4535403216809,46.92404731300529,124,3
public-administration,Business,6,3,2,5,2,3,1,3,3,3,2,3,5,4,51.030257750090385,33.50285945767454,73.90475685882164,59.49463191016429,79.01484952684311,73.77271110026909,50.11532239387927,44.373616698986076,70.97935291948393,51.349760067455264,598,15
pharmacy,Science,1,4,1,2,5,4,3,3,5,4,4,5,3,4,67.97465533300914,33.74381680045526,62.766011343589284,74.49494728292737,45.92166388044675,59.101429627346164,52.34600631797169,53.02268482234048,47.983169965231895,73.04043515946293,667,16
economics,Business,5,5,3,1,2,2,3,3,4,4,3,4,6,4,84.84417400352254,37.96839663872307,65.02803881531257,38.153597883607816,66.74615440817384,31.00302699769117,63.47293343967013,64.81115826796922,66.30939348174394,68.74106160287988,463,7
agriculture,Science,1,4,3,3,4,5,4,2,3,4,4,5,4,4,38.12807939714638,41.02456944410985,56.9887618885279,100.0,36.60356134390709,48.28364548128757,19.971043775260114,40.99468745157701,54.038360462125645,66.32345084726296,659,10
computer-science,Science,4,4,3,1,4,2,3,5,3,4,5,4,2,5,80.02437275797602,53.54133667807941,24.487736372425015,97.00944311993499,55.052222018804855,36.20341508101776,58.74149718129652,81.23570602195176,69.2564446510158,71.8908266728414,545,18
electrical-engineering,Science,4,4,2,1,4,1,3,3,5,4,5,4,1,5,83.90404883426007,54.16526258961978,34.287077419894366,65.73343392432325,45.695965630409844,21.736056204529188,73.61300686197549,90.44663919973415,73.07053446469271,78.90507260375172,733,14
computer-science,Science,5,3,3,1,3,2,3,4,4,5,6,5,1,7,76.77629055659428,68.89716881916715,32.931121287702844,68.8150613676571,48.79185752703313,34.55063027101981,75.6812280997399,71.33931897051012,61.97708956275486,72.89509851583828,1411,18
psychology,Arts,2,5,4,3,5,4,2,6,3,4,5,1,4,4,56.46208586919735,54.82910688097584,82.59411111626287,39.56695808772936,58.16284344915979,92.69883999659821,45.626010899024834,60.65366248087335,65.61292437504791,76.94988505474257,1029,11
law,Arts,4,2,5,4,4,5,1,5,2,3,5,2,5,5,56.90253697657826,43.1560201859139,58.845841763032,49.18619328899856,80.15394913654731,67.59453561393406,51.75437234020295,45.37401983344571,82.59761390858348,60.74518339037536,781,16
economics,Business,5,4,3,1,1,1,3,3,4,5,5,3,4,4,88.13783070222419,43.440710478826965,44.923945132597936,55.09787793827536,55.381820540090956,31.266205367140607,66.79605602083547,95.91127130356148,60.95937282654186,66.71529808351727,1001,22
psychology,Arts,4,4,3,3,6,4,3,5,3,3,4,2,4,5,58.21662805902536,48.58188632714913,88.72434001687866,58.98601153388484,50.85483159086874,94.4344536163004,46.68443231717312,54.87960948943997,53.0222123799515,50.66693354698191,846,16
accounting,Business,4,3,4,3,1,2,3,1,4,5,4,3,4,3,88.8516741048454,30.224831292862703,29.71339487106261,66.55564537117166,37.04939860956294,40.274540512287146,69.8851648030277,84.0570292659029,46.09949667094577,62.60796159294403,897,13
accounting,Business,5,4,3,2,1,2,3,1,3,4,5,6,3,5,100.0,28.037640555504414,45.10781938438098,75.14757991474367,40.641788918477346,39.50561244136868,74.72158735305055,88.91273546876798,62.74160997477332,77.56822395825087,777,19
public-administration,Business,4,3,4,4,2,5,3,3,2,2,5,4,4,5,57.27235396042613,28.6457744225804,62.43787030553907,31.718996251033307,69.3895904895492,65.64586864294719,49.479394222557524,39.50952879503426,34.65840333106067,51.44336833071965,787,16
education,Arts,3,5,5,4,3,5,3,3,2,2,3,2,3,5,66.26681069365365,58.69613883851763,73.43212959960613,54.56124131120111,79.59097352628302,86.24740034008309,33.739111489090256,30.22318652643478,49.491529451933076,55.53524073791547,227,10
banking-finance,Business,2,4,4,3,1,2,4,3,4,4,6,3,3,4,78.83688794373047,47.054896929416195,56.55674260531918,64.15176558046645,39.39594696230593,31.65780374250592,77.47452876934979,68.38620973306703,44.67739051388239,67.86361484303059,661,19
computer-science,Science,4,5,3,1,5,1,3,5,4,4,5,6,3,4,96.33301649639871,57.231758472966746,48.13048022339478,64.52790366558845,40.76661830879592,19.739401046223616,71.3728940372398,98.70970138697163,59.18608327316617,70.97889020682719,1362,16
accounting,Business,4,3,3,1,1,2,3,2,4,6,5,3,4,4,93.96500845835142,38.212578075702474,40.67754992514066,82.4858777324967,50.57305613057584,36.01192967880576,85.25763006665902,86.89732294332248,54.370103162659156,65.06607858272318,332,4
education,Arts,4,4,5,3,3,3,2,3,3,4,5,3,4,3,77.40663440085925,56.820429645712,87.75943462073067,32.620678193074774,64.10972976628402,78.28119715223198,59.0663686277461,56.76944076308098,65.45071201412142,68.98084133540206,1300,24
nursing,Science,3,6,4,2,4,3,3,4,4,4,2,2,5,3,70.2289765174657,33.387659133829146,59.138552736368325,65.99425530181546,43.28367768713363,80.72326939904131,56.906975251038276,68.56261344146166,54.39845987041729,60.39421462513728,981,20
economics,Business,2,3,4,1,2,1,4,4,4,3,4,5,4,3,84.95054193667983,27.44616261142081,60.755953620060666,56.21394532726672,69.0572001137429,48.855099046783785,66.1500521980487,87.11400670050881,42.23215374918534,75.6594983653844,703,4
law,Arts,4,5,5,4,4,5,2,4,2,2,4,2,4,3,97.59420978091839,42.71601234171307,66.06778347325326,27.964728556578535,73.12879230771635,62.462273732652065,51.14868611401058,55.80733389853897,56.38003378526246,58.7862191050474,298,13
agriculture,Science,2,4,1,4,2,6,3,3,4,3,2,5,4,4,58.346989187255076,36.69509691863602,38.83018504855217,92.29478732066326,55.1234976823991,49.56669142649807,48.59724564269655,37.32419502195334,61.28026882190654,79.31165297213565,1010,15
economics,Business,3,4,4,2,3,1,1,4,4,5,4,4,4,4,65.18341334216476,31.883898407993392,61.07022096350127,43.4793557104894,59.70900400873316,32.708624812929386,57.09698607297361,81.74807240667351,58.20309532611764,45.20746071706173,814,23
nursing,Science,3,5,3,3,3,5,3,3,4,3,4,5,3,5,72.09127261468457,23.37069213826721,54.32536475164547,80.62904246106054,48.26281924509763,87.79768655112065,60.058907164862084,46.60240259455941,69.02875569824069,54.340998623260475,528,8
education,Arts,4,5,3,3,4,4,3,4,2,3,5,3,4,4,59.99303324464452,68.84977837288143,95.34536684661437,57.68601627124482,53.274365100201265,64.69486326223837,53.56942404221734,44.168887358130284,65.29589621713839,49.22730981891038,414,16
education,Arts,5,4,2,5,5,5,3,4,4,4,2,2,4,6,45.34186051166648,54.13370882234936,67.1599878148602,50.22479774897565,75.34393926167161,65.76634442700161,41.44569071118846,37.052787982159806,70.89520599994536,50.521811854490565,678,9
economics,Business,4,3,4,1,1,3,4,4,5,4,5,4,5,5,93.16127010816868,44.43419194522618,57.95641024078242,51.11002740041185,65.07873388082541,41.040953019145476,59.20487549266548,65.24158106551387,52.21014175131461,66.50292199446667,760,15
journalism,Arts,4,4,4,5,4,5,1,5,2,4,4,1,4,5,57.25431390803116,83.28866913786716,82.75101769546848,39.408698845032625,43.56110965679011,70.82983751142707,47.68864268867866,61.731239564345344,76.32617584547995,55.39643173855483,799,19
pharmacy,Science,1,4,2,3,6,4,1,3,5,3,4,3,5,3,73.38060017433384,47.81341155774808,52.681998212851994,67.80803661495132,35.34497013137082,53.4309539529835,48.190378899696555,58.32462324309836,84.96354756208106,86.01412520229657,1327,14
engineering-civil,Science,4,3,1,1,4,1,2,4,2,5,4,4,1,4,75.35263016354229,68.20714471551653,48.67578860777148,77.75526512094294,53.03846927977038,47.12990531083324,70.9224051766866,83.2608975992406,60.18608454174833,74.20695234853085,729,17
education,Arts,4,3,5,4,3,4,3,3,3,3,4,2,4,3,49.03550218458597,68.49444272309955,72.82899518486629,59.573485813195774,74.57266938727759,78.92884332092467,47.346463204100566,46.70144914696801,64.62836455000081,55.871162819142725,1085,20
computer-science,Science,6,5,5,1,4,2,2,4,4,5,5,4,2,6,72.79612449871682,49.48226529375466,39.80693298836024,69.30649079360566,41.927735730106846,11.707735347728459,55.62186013156,87.63300667269023,72.85596975824976,63.163760648306734,614,13
banking-finance,Business,4,3,4,1,1,3,2,2,3,5,3,4,3,4,69.17604528953436,33.297237655181085,54.223197181501675,56.61614619620438,73.83424713438913,40.164857450318515,69.59216119183917,54.89151289431866,75.89006581630942,65.77438993017792,688,20
accounting,Business,5,3,4,3,2,3,3,1,5,4,4,3,4,5,82.39733544335307,37.07627002685122,39.66033807789107,65.88036460416022,28.582531057624742,33.913191446465476,62.13915610299608,71.51804345686766,35.208511862564016,82.48551564479995,795,17
public-administration,Business,4,4,4,5,3,5,3,5,4,3,4,4,4,3,78.99446874206963,37.56153481331584,74.0799845232953,36.96790669874139,81.09466108726208,46.4446981641841,41.0373846772263,44.957598810206925,50.5398730623427,54.337431624710575,757,19
law,Arts,2,4,5,4,4,4,1,5,2,2,5,1,5,3,93.09217592569703,61.26479020088762,64.89581740341487,43.332829534347205,70.43993680328775,44.06591032077755,45.31313277045273,67.44277916248775,68.60089775591814,70.20786848414112,833,7
journalism,Arts,5,5,4,5,4,3,1,4,1,1,6,3,6,5,50.861282840857456,78.24006191739404,78.8397679064254,50.41131706371787,64.729413119007,61.57142531146339,51.43571247344904,71.95316924403872,75.62493069622084,41.948782065083236,875,6
public-administration,Business,4,5,4,3,5,4,3,3,1,3,4,4,3,4,57.496848204452505,50.764823601540826,77.97902694294183,48.746095903855434,79.8352390668649,56.23027838326333,48.45336359065466,67.23033212447291,50.5828087128851,56.03232509188027,541,0
economics,Business,5,5,4,4,1,1,4,4,5,3,3,3,6,3,72.93465406215824,38.95769824316141,51.173539181604895,56.6624188144211,58.697344032184304,28.2064182917193,63.30142409670434,79.75862004182542,56.44019791298154,59.32979555449662,946,13
accounting,Business,5,5,4,1,2,4,4,1,5,5,4,5,5,5,89.35702077107716,21.268064215527133,47.84898682744201,63.744410334436196,35.958138269093716,45.2064333263945,62.48577330949304,63.497309880165766,42.88096704275691,51.8547041361424,657,17
accounting,Business,4,4,4,3,1,2,3,3,5,3,5,4,3,3,93.65291769234756,34.54541513341029,30.169616850502845,80.82945007857967,52.09844333775858,27.439458652919154,75.46844935184029,72.96532014263312,67.90204182789044,56.10582497071429,486,16
electrical-engineering,Science,3,5,3,2,5,1,3,3,5,5,3,4,2,3,98.88149046321593,49.34861661236595,30.46540618291769,100.0,61.30822168897884,16.31357826064374,85.20906191870398,95.2220026349165,37.426309689058506,81.65386710788106,746,23
pharmacy,Science,1,4,1,2,2,5,4,4,4,3,5,4,3,5,66.98860594963463,20.58039953404463,59.44689637417036,72.91252245134316,33.64873481219654,61.72027240314507,51.401130004085815,55.43171852553551,32.792425756415646,71.82267639402421,791,19
journalism,Arts,4,5,4,4,4,4,2,5,2,3,4,1,3,6,47.560881473001736,86.35132579222562,88.90149630023322,33.08807772705648,64.24029041590194,67.95218848243032,42.33766656650593,49.77548842437602,69.74867651401587,54.05142820155018,508,21
public-administration,Business,5,2,4,5,3,3,3,2,2,3,4,3,4,2,58.81184327088058,41.21151782228668,86.13786106838381,74.64338525140977,71.80998504799439,65.05721979769832,49.218361278860115,61.869103905829306,53.953188658735776,53.87437529231908,1195,11
medicine-surgery,Science,2,3,1,3,4,4,2,4,3,5,3,3,2,5,82.11503699465601,50.12513013774155,52.81609259799099,66.83789329736484,62.38580798106141,85.55898911819801,51.15545383362926,53.42801359401097,61.47317290860328,85.60731606739895,1302,7
accounting,Business,4,3,4,2,2,1,3,2,4,4,4,5,5,4,74.79472827429268,32.00684175518282,48.07710594696425,65.41465394719374,34.11323886961828,39.5931210583882,70.55755818887225,99.02928441028627,45.419869401582574,61.84007525616055,923,14
computer-science,Science,4,4,4,2,3,1,2,4,4,4,5,4,4,4,74.66569928172233,61.123075162516685,66.93861437701703,56.59906155505015,49.782934807125436,52.59335309677542,57.526550434015725,97.63871764642911,77.41738429354143,57.78426721426067,368,19
computer-science,Science,4,4,4,2,3,1,3,4,5,2,5,4,3,5,80.60486055579855,61.36206875984127,40.83503675818062,64.27683619347779,48.50525246241254,19.42190292828362,80.13693596427693,92.29345245746288,51.3021149244951,73.04815023270736,954,10
economics,Business,5,3,2,1,1,2,2,2,6,5,3,5,5,4,81.28258160009158,21.295105032065436,36.76725228675152,49.09841831692,55.501408981931675,31.780152782165725,69.92286723839425,91.88501476703216,52.21329579226068,57.35310717137244,779,13
electrical-engineering,Science,6,4,4,4,6,1,3,3,4,3,6,4,2,4,73.23678255216633,60.24200773118881,39.97048152105538,85.50282234780488,54.04931001613859,29.416651142072162,66.70867773072192,79.49648289694503,58.217638330247645,63.04363491540839,601,16
accounting,Business,5,3,2,2,2,2,4,1,4,4,6,4,6,6,68.71398346962795,39.868420092587414,34.44399467198255,67.09203175812031,29.623549596504056,29.787061108702563,83.45087665125342,69.31218377102735,52.15065278061783,59.86648965695669,688,22
education,Arts,4,4,5,5,4,6,1,4,4,3,4,2,3,4,63.53063566360826,54.93481309209301,80.07096873048403,50.95283438198033,72.77941493552419,64.94362914093216,42.89008362630371,36.93905641838271,64.47846406074343,65.56519966403168,305,15
education,Arts,4,6,5,3,5,4,2,5,4,4,2,3,6,3,57.756257371995616,58.81140250965716,88.2599448257867,50.623262443506825,74.03148436166707,78.20679679812062,70.25313486228356,59.1014990456762,83.47470655866901,59.41616175766995,741,16
nursing,Science,2,2,3,3,5,5,1,4,4,3,5,6,4,5,60.488723659321565,32.45364469500098,71.57524182065805,68.41353073811082,54.649351779269544,84.62023462261011,50.82384148860065,44.27008185580698,57.801319642165694,58.34649077781277,826,11
banking-finance,Business,6,3,5,3,2,3,2,2,6,5,5,4,3,3,75.85910555767221,33.13516692093619,57.502030522021634,67.87283785684714,87.22179198784904,50.905177376668355,51.01576087031392,62.29657500069386,52.186821384107596,69.76243706238272,974,11
psychology,Arts,3,5,5,5,4,4,2,4,3,4,5,4,4,6,68.28609833528226,60.46082222560717,95.62573260076,61.474071528810256,63.01817631431968,94.53094380784789,50.854942313437135,60.92416621199829,70.37347794038322,60.80818816273581,738,10
electrical-engineering,Science,4,3,2,1,3,2,2,3,5,5,4,5,1,5,83.55520256093698,65.31924658543285,37.73643814938021,79.59193095244906,64.032480816771,26.415782219164846,58.902118768850265,90.43730694116095,70.95707096364721,68.42610888793733,815,15
medicine-surgery,Science,1,3,1,3,5,4,3,5,3,5,4,4,2,5,67.70352846137929,45.334762625630404,61.66268729523084,70.53296240266013,58.47138408987402,77.80820706575261,67.94332290848244,36.60893120836649,58.88758733649434,82.6960454468531,796,16
electrical-engineering,Science,4,4,3,2,4,1,3,3,3,4,3,2,2,5,82.34932551342386,59.65479912457935,43.13849472345651,79.72769965689848,42.16464682575377,16.07656699405203,73.3937037078226,90.86820648096044,57.19842832264985,63.81281165345353,816,20
nursing,Science,3,4,3,4,3,3,2,4,5,3,3,2,5,4,74.05845296683651,49.12248416308422,63.96556502083703,79.40397949447788,62.78932310040637,82.73683087016032,67.45855708596683,47.48035311028487,61.910919574385574,57.26307577033016,1018,11
engineering-civil,Science,4,3,4,2,3,2,3,4,4,5,5,3,1,4,95.75430852643451,51.05259257729497,43.294347453107925,94.12620963448119,55.54600825502988,52.385264372782345,69.83798936871673,84.75687556638573,58.41257848833692,74.77401409476721,299,14
pharmacy,Science,1,4,1,5,5,3,3,4,4,4,4,4,3,5,88.39333258865598,48.06727994509487,56.07223861746212,73.37999738511951,52.41531611440557,51.78061260905489,46.91476462653335,56.27852509795665,39.618882182781974,86.01667340325127,776,18
electrical-engineering,Science,5,5,4,2,5,3,3,5,3,4,5,4,1,3,77.27027790550892,38.25040635400502,40.35760311760238,79.36722451224091,47.204066740060966,23.928043730228072,50.21240751710607,57.41905880178903,59.941686644334915,68.29623086733295,0,10
agriculture,Science,3,5,5,3,4,3,2,4,4,6,3,4,4,5,68.5593718623702,28.391789413828093,63.07199693145239,83.36641798907463,23.21331331102874,50.026391928094476,48.63306128090375,75.67790992350099,60.93773229667859,66.67504777038766,1076,11
engineering-civil,Science,5,4,2,3,4,1,5,2,3,3,5,4,1,5,92.81638388901162,52.12352082340104,42.33317016018633,73.72745940108183,52.709895974730856,34.2991808053378,66.04972583041345,75.33495210337468,37.23510115419367,83.78752523080585,938,11
marketing,Business,6,1,4,3,4,4,2,4,4,5,4,2,6,4,51.91191293183002,93.64270872601404,75.33085937170583,35.886828841498165,55.85304745973492,57.99671732149251,39.41518575380508,51.809216248536735,59.47347531967251,47.585707717233035,811,20
journalism,Arts,4,5,5,6,5,4,1,4,1,3,6,1,3,4,47.98279084399583,91.018265695248,100.0,46.557385614182714,51.473945862235745,52.896175945627235,50.9909111018357,59.13487282174895,87.576623451042,46.16784385576005,1173,15
agriculture,Science,1,2,3,3,3,4,3,3,3,3,3,4,4,4,75.30974331690341,55.10319733396462,34.36477706526468,93.93562227336554,60.82784015486787,57.57650549651621,52.79237983781149,70.52752725666635,48.83771230512236,78.62705661335153,1035,17
pharmacy,Science,2,5,2,2,4,4,2,5,3,4,2,4,4,5,68.87385536486478,42.831083986877495,62.788110709411406,66.9020122357835,28.231207455078952,46.45641697328351,40.37277944794374,63.14314416684709,61.8123918515212,64.64302275632122,519,20
public-administration,Business,4,4,3,2,3,4,3,4,3,4,3,4,3,4,60.97812889795637,36.7525099743115,72.6294712729884,47.10721903015184,100.0,40.5424047368314,47.9254210889851,43.874982711340785,53.576414783169824,44.375836853063824,665,7
banking-finance,Business,3,3,3,2,2,2,3,1,4,4,4,4,4,4,100.0,41.99674539171182,39.7885723132776,63.24167086244948,63.36384268016478,29.14214318710953,64.5517376122207,78.78134130598382,54.868782544652895,73.38567472059698,528,12
economics,Business,4,3,3,1,1,2,2,2,4,3,5,5,4,5,77.72521383785737,42.164243150145396,49.24063203704727,59.50409631610156,53.58567270217068,33.695399205678555,55.88623598508533,81.49984360646343,55.40779519323469,57.80868839713562,537,12
banking-finance,Business,4,5,3,1,2,1,4,3,3,6,4,2,3,4,77.36815195085315,26.591023523590817,42.077413373376366,40.42524450468703,81.00636451027519,38.03725099706091,76.29326567218473,77.57858674592158,39.26066042066363,52.197542679455175,631,20
education,Arts,4,4,4,4,4,5,2,6,4,3,4,4,4,5,76.14118981755169,62.06396745457269,58.989134073896565,56.72594451966904,76.72700468809745,83.14560144501398,43.80600916672122,49.547151977059904,76.78416848757963,47.49334123288364,296,8
marketing,Business,2,2,4,4,1,4,2,3,3,4,4,3,4,4,58.18011063951799,81.95922633479383,95.0182170769593,50.75319526793267,74.04185632644736,40.97162619633111,44.33726678112805,34.275350626232225,56.87798296063583,63.30740962961781,552,18
economics,Business,3,4,4,3,2,1,2,3,6,4,3,3,4,4,74.93925794092756,48.49307628977369,42.45110428516763,61.995579655637556,61.61101592870958,30.69174108785899,44.18445571867328,81.3849928092172,61.582840675459316,59.722691622852544,897,11
marketing,Business,3,3,5,4,3,4,2,3,5,4,3,4,4,4,52.81838401628622,65.92931840746564,73.74289840452796,40.75432776107163,83.26851613612045,41.178897476448824,47.940411141085306,66.77918191459189,73.40888200609794,53.14344197213436,705,17
marketing,Business,5,3,4,5,3,4,3,2,7,4,4,5,5,3,37.90910660435597,76.69121572332213,87.84676037482363,37.583781880421775,69.74663188101773,58.718100382691375,24.61792696026704,56.62141316723643,67.52433660351362,50.447193762017186,795,8
nursing,Science,3,3,2,2,6,4,4,4,6,5,3,4,3,5,70.77735702565964,53.79606952958791,88.77776110567403,84.3274390610791,53.53747974039247,87.53589377548315,68.72810982586995,50.99300384006875,39.95621975998208,59.95479941739645,998,19
nursing,Science,2,4,1,3,5,3,1,4,5,5,5,4,3,4,71.88522590290113,28.783160918903675,73.6283143581443,58.23331767491939,47.20030505822029,100.0,54.887126717044744,58.428301965175244,81.43735217887208,78.98550745132286,929,16
public-administration,Business,4,5,3,5,3,4,1,4,2,2,4,4,4,3,54.848763585239986,40.949583820735036,71.04677560728382,46.62518071843687,67.79556942844513,59.42646184033935,51.302663213186165,56.91596869125205,65.24129426961241,40.820876995302385,508,8
public-administration,Business,5,5,4,3,4,5,1,5,2,4,4,3,4,2,57.259867217550244,41.418674552656256,75.68415553385144,43.300322235689976,77.47018649185533,61.10131653337653,49.00148516524479,41.44054850209073,67.07967270572149,44.64625877379183,398,19
public-administration,Business,4,4,4,5,1,6,3,2,4,1,2,3,4,5,61.55157730625845,31.944685847596794,71.91863739966993,46.86448465058794,94.39052173878494,70.55144374638417,37.19480891488951,35.80430887357483,36.51450003264262,61.02008314364691,642,13
public-administration,Business,5,5,4,4,4,4,2,6,2,5,3,4,2,5,72.17159888428193,40.89397993131349,79.5858946611879,58.75063285723773,65.1810339651244,60.70099745499246,68.10627009471256,55.921482899564644,49.67160982817403,67.80533155295161,799,13
journalism,Arts,5,4,6,5,5,5,1,5,2,4,4,1,5,2,56.41574253076319,98.94968465631145,99.01105139782128,49.023250037297444,54.88706037834574,64.37265722904833,51.618871374421246,39.969448761705536,83.13415250480398,46.11797968161964,660,10
banking-finance,Business,4,4,6,1,2,3,2,2,5,3,4,3,4,6,80.55566382589659,37.21733407447722,28.53716977515917,59.40619308001516,84.75978072409887,26.5151632104173,71.44967696018519,63.651799797650064,46.69945560121824,58.16659252496248,589,14
journalism,Arts,3,5,5,5,4,4,2,4,3,2,3,2,3,4,44.62124602750263,85.96491152027299,77.0254623992391,58.90097558343253,67.68107200532303,67.64368382956869,53.85566900637517,45.19981213069519,70.73375714700204,31.07139011470593,569,4
computer-science,Science,5,5,3,4,3,1,2,4,5,5,4,5,2,7,98.74191373465105,44.85042839518196,30.128973292690404,62.44020093163071,66.19336125697293,20.676541438671073,61.35929873095378,97.88821628854106,38.47657378508818,69.33174998006668,1004,12
public-administration,Business,4,3,4,5,3,4,3,3,1,3,5,5,3,4,74.59867564422511,52.101574863794454,81.37091008323493,52.75761419121954,73.81302380206866,58.35014156988622,64.1933478464652,52.06818402565935,48.51625683085626,65.76177875031148,845,22
public-administration,Business,5,4,5,4,3,4,3,4,1,5,3,4,3,6,70.16394239415591,46.669870049811166,85.00527146496702,57.90356056228471,82.55745223367104,62.2301423591201,66.09519787936927,48.36607328971405,47.5384371303953,64.01574274082917,830,11
education,Arts,3,4,4,3,4,4,4,4,3,2,5,3,4,5,53.90132391367881,60.47711690681237,84.54331551219676,58.175289997880874,67.39002136140684,65.27595991832419,35.820477763821515,40.69821896276803,38.386367659743264,55.85120548772717,567,7
public-administration,Business,6,5,3,3,2,4,1,3,2,3,3,4,4,4,50.92378886702477,49.8092349899273,70.02669698327179,38.487048724188284,80.70094687817046,66.62546318171292,48.98221328934609,64.2318010345355,64.88146724668017,39.821361215482646,644,0
